Mode XML Parameters
ACO
maxNumIterations	50
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze170_5_0.mz	170	5	0	31	69	12.903225806451612
maze170_5_1.mz	170	5	1	36	64	10.25
maze170_5_2.mz	170	5	2	2	98	29.0
maze170_5_3.mz	170	5	3	11	89	19.181818181818183
maze170_5_4.mz	170	5	4	11	89	17.818181818181817
maze170_5_5.mz	170	5	5	2	98	28.0
maze170_5_6.mz	170	5	6	49	51	14.040816326530612
maze170_5_7.mz	170	5	7	50	50	18.66
maze170_5_8.mz	170	5	8	0	100	NaN
maze170_5_9.mz	170	5	9	6	94	18.166666666666668
maze170_10_0.mz	170	10	0	92	8	4.130434782608695
maze170_10_1.mz	170	10	1	12	88	16.25
maze170_10_2.mz	170	10	2	29	71	19.06896551724138
maze170_10_3.mz	170	10	3	1	99	27.0
maze170_10_4.mz	170	10	4	90	10	6.544444444444444
maze170_10_5.mz	170	10	5	0	100	NaN
maze170_10_6.mz	170	10	6	93	7	5.204301075268817
maze170_10_7.mz	170	10	7	39	61	11.35897435897436
maze170_10_8.mz	170	10	8	46	54	11.956521739130435
maze170_10_9.mz	170	10	9	81	19	6.0
maze180_5_0.mz	180	5	0	8	92	20.125
maze180_5_1.mz	180	5	1	14	86	23.928571428571427
maze180_5_2.mz	180	5	2	12	88	9.166666666666666
maze180_5_3.mz	180	5	3	6	94	29.833333333333332
maze180_5_4.mz	180	5	4	1	99	17.0
maze180_5_5.mz	180	5	5	1	99	31.0
maze180_5_6.mz	180	5	6	21	79	18.095238095238095
maze180_5_7.mz	180	5	7	23	77	18.782608695652176
maze180_5_8.mz	180	5	8	3	97	25.666666666666668
maze180_5_9.mz	180	5	9	4	96	18.75
maze180_10_0.mz	180	10	0	7	93	21.428571428571427
maze180_10_1.mz	180	10	1	59	41	10.322033898305085
maze180_10_2.mz	180	10	2	25	75	16.24
maze180_10_3.mz	180	10	3	77	23	7.376623376623376
maze180_10_4.mz	180	10	4	36	64	14.277777777777779
maze180_10_5.mz	180	10	5	70	30	9.0
maze180_10_6.mz	180	10	6	74	26	8.31081081081081
maze180_10_7.mz	180	10	7	23	77	16.17391304347826
maze180_10_8.mz	180	10	8	56	44	12.910714285714286
maze180_10_9.mz	180	10	9	10	90	24.1
maze180_15_0.mz	180	15	0	0	100	NaN
maze180_15_1.mz	180	15	1	26	74	17.73076923076923
